CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1685467,16000075455,201675455,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 09:04:24 PM,4XX BLOCK OF VIRGINIA ST,M,M2,7200.1066,-122.3396,47.613396,"(47.613396, -122.3396)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 09:02:22 PM
1685413,16000075549,201675549,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 09:02:33 PM,21XX BLOCK OF 2 AV,D,D1,8002.1005,-122.343704,47.61289,"(47.61289, -122.343704)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 08:40:51 PM
1685427,16000075521,201675521,373,PROPERTY - FOUND (NON SPD GO#),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 09:02:20 PM,100XX BLOCK OF COLLEGE WY N,N,N3,1300.1011,-122.334526,47.70233,"(47.70233, -122.334526)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 08:08:36 PM
1685497,16000075411,201675411,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:52:26 PM,22XX BLOCK OF E MADISON ST,C,C3,7900.1000,-122.3031,47.618797,"(47.618797, -122.3031)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/02/2016 08:18:56 PM
1685412,16000075550,201675550,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:45:55 PM,NW 67 ST / 12 AV NW,J,J2,3300.1006,-122.37196,47.677803,"(47.677803, -122.37196)",PROWLER - IP/JO,PROWLER,PROWLER,03/02/2016 08:37:47 PM
1685407,16000075559,201675559,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 08:43:34 PM,5XX BLOCK OF 4 AV,K,K1,8100.2028,-122.32997,47.602875,"(47.602875, -122.32997)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 08:43:34 PM
1685381,16000075295,201675295,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/02/2016 08:42:33 PM,25XX BLOCK OF 14 AV S,R,R1,10002.2024,-122.31472,47.580246,"(47.580246, -122.31472)",MISSING - ADULT,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/02/2016 08:22:58 PM
1685423,16000075527,201675527,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/02/2016 08:40:37 PM,22XX BLOCK OF NW MARKET ST,B,B1,4700.4009,-122.38556,47.66868,"(47.66868, -122.38556)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/02/2016 08:21:58 PM
1685605,16000074819,201674819,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 08:39:32 PM,4XX BLOCK OF BOYLSTON AV E,E,E1,7401.4,-122.32307,47.622566,"(47.622566, -122.32307)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 11:30:23 AM
1685334,16000075376,201675376,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,03/02/2016 08:35:46 PM,47XX BLOCK OF BROOKLYN AV NE,U,U2,5301.2003,-122.314224,47.664005,"(47.664005, -122.314224)",TRU - FORGERY/CHKS/BUNCO/SCAMS/ID THEFT,FRAUD CALLS,FRAUD CALLS,03/02/2016 08:14:01 PM
1685512,16000075391,201675391,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 08:34:47 PM,34XX BLOCK OF HARBOR AV SW,W,W1,9900.4033,-122.37064,47.571674,"(47.571674, -122.37064)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 06:04:30 PM
1685568,16000075199,201675199,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,03/02/2016 08:34:29 PM,RAINIER AV S / S ORCAS ST,R,R3,10300.2006,-122.277664,47.551174,"(47.551174, -122.277664)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,03/02/2016 03:36:46 PM
1685417,16000075542,201675542,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 08:30:52 PM,5XX BLOCK OF 4 AV,K,K1,8100.2028,-122.32997,47.602875,"(47.602875, -122.32997)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 08:30:52 PM
1685449,16000075495,201675495,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 08:30:45 PM,92XX BLOCK OF 29 AV SW,F,F2,11402.3003,-122.36998,47.520134,"(47.520134, -122.36998)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/02/2016 08:19:26 PM
1685422,16000075531,201675531,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:30:13 PM,5XX BLOCK OF 29 AV S,G,G3,8900.2002,-122.29508,47.59736,"(47.59736, -122.29508)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:26:17 PM
1685453,16000075482,201675482,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/02/2016 08:29:56 PM,7XX BLOCK OF NW 70 ST,J,J2,2900.3014,-122.36502,47.679554,"(47.679554, -122.36502)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:23:12 PM
1685418,16000075541,201675541,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 08:27:53 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 08:27:52 PM
1685421,16000075532,201675532,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 08:27:30 PM,45XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.4003,-122.38678,47.562008,"(47.562008, -122.38678)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/02/2016 08:19:40 PM
1685424,16000075526,201675526,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:26:34 PM,NE 125 ST / LAKE CITY WY NE,L,L3,100.5006,-122.295235,47.719276,"(47.719276, -122.295235)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/02/2016 08:19:31 PM
1685504,16000075399,201675399,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:23:10 PM,SHIP CANAL TL / BURLINGTON NORTHERN RR,Q,Q1,5801.4014,-122.376686,47.654785,"(47.654785, -122.376686)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/02/2016 08:08:09 PM
1685420,16000075534,201675534,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:22:14 PM,39 AV E / E MADISON ST,C,C3,6300.2016,-122.282684,47.63262,"(47.63262, -122.282684)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 08:20:43 PM
1685336,16000075372,201675372,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/02/2016 08:21:16 PM,36XX BLOCK OF 33 AV S,R,R2,10100.4001,-122.29101,47.57076,"(47.57076, -122.29101)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:18:26 PM
1685385,16000075290,201675290,064,SHOPLIFT,THEFT,SHOPLIFTING,03/02/2016 08:20:34 PM,15XX BLOCK OF 5 AV,M,M3,8100.2005,-122.33603,47.611176,"(47.611176, -122.33603)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 04:44:31 PM
1685343,16000075359,201675359,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 08:20:02 PM,2 AV / PIKE ST,M,M3,8100.3003,-122.338905,47.609283,"(47.609283, -122.338905)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 05:35:43 PM
1685448,16000075497,201675497,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 08:17:38 PM,15 AV NW / SHILSHOLE AV NW,B,B1,4700.2064,-122.37611,47.661533,"(47.661533, -122.37611)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/02/2016 08:14:44 PM
1685444,16000075510,201675510,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:16:52 PM,5XX BLOCK OF NE NORTHGATE WY,L,L2,1200.3002,-122.321915,47.708588,"(47.708588, -122.321915)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 08:03:22 PM
1685451,16000075490,201675490,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/02/2016 08:16:44 PM,S MAIN ST / 1 AV S,K,K2,9200.2023,-122.33419,47.600044,"(47.600044, -122.33419)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 07:49:24 PM
1685522,16000075266,201675266,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/02/2016 08:16:26 PM,9 AV / STEWART ST,D,D2,7300.3023,-122.33444,47.615616,"(47.615616, -122.33444)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/02/2016 04:30:49 PM
1685442,16000075514,201675514,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/02/2016 08:16:05 PM,15XX BLOCK OF 3 AV,M,M3,8100.2007,-122.33825,47.610245,"(47.610245, -122.33825)","ALARM - COMM, HOLD-UP/PANIC (EXCEPT BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:06:20 PM
1685446,16000075499,201675499,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 08:12:40 PM,52XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.2012,-122.38696,47.5548,"(47.5548, -122.38696)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 07:56:57 PM
1685514,16000075387,201675387,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:12:09 PM,3XX BLOCK OF LAKE WASHINGTON BV,G,G2,7800.1011,-122.28387,47.604103,"(47.604103, -122.28387)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 07:45:06 PM
1686674,16000075280,201675280,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/02/2016 08:06:31 PM,21 AV S / S ATLANTIC ST,R,R2,9400.2037,-122.30516,47.589573,"(47.589573, -122.30516)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/02/2016 05:03:20 PM
1685357,16000075335,201675335,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/02/2016 08:06:13 PM,RAINIER AV S / S ESTELLE ST,R,R2,10100.4001,-122.29323,47.571896,"(47.571896, -122.29323)",MISSING - CHILD,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/02/2016 05:24:27 PM
1685443,16000075513,201675513,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 08:05:08 PM,29 AV E / E THOMAS ST,C,C3,7700.1012,-122.2948,47.621338,"(47.621338, -122.2948)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 08:01:58 PM
1685508,16000075395,201675395,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 08:04:25 PM,NE 130 ST / 20 AV NE,L,L1,200.4014,-122.307274,47.72298,"(47.72298, -122.307274)","MOTOR VEHICLE COLLISION, UNKNOWN INJURIES",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 06:07:00 PM
1685457,16000075476,201675476,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/02/2016 08:01:31 PM,4XX BLOCK OF NE RAVENNA BV,J,J3,3600.4007,-122.32445,47.67816,"(47.67816, -122.32445)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/02/2016 07:28:03 PM
1685496,16000075412,201675412,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 08:01:25 PM,17 AV S / S STATE ST,R,R1,9400.5018,-122.31054,47.587753,"(47.587753, -122.31054)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 07:53:07 PM
1685455,16000075479,201675479,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 08:00:09 PM,125XX BLOCK OF 28 AV NE,L,L1,200.2014,-122.297714,47.720184,"(47.720184, -122.297714)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 07:45:06 PM
1685464,16000075460,201675460,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 07:59:50 PM,WOLCOTT AV S / CLOVERDALE PL S,S,S2,11800.6007,-122.266754,47.528194,"(47.528194, -122.266754)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 07:59:45 PM
1685483,16000075433,201675433,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 07:58:09 PM,NE 130 ST / LAKE CITY WY NE,L,L3,100.5004,-122.2932,47.7229,"(47.7229, -122.2932)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 06:45:54 PM
1685461,16000075464,201675464,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 07:57:12 PM,6XX BLOCK OF S SPOKANE ST,O,O2,9300.3087,-122.32512,47.57173,"(47.57173, -122.32512)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 07:09:19 PM
1685389,16000075281,201675281,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 07:57:05 PM,11XX BLOCK OF NW LEARY WY,B,B2,4700.2060,-122.37218,47.66366,"(47.66366, -122.37218)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 06:30:50 PM
1685598,16000074949,201674949,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/02/2016 07:56:19 PM,142XX BLOCK OF LINDEN AV N,N,N2,401.1006,-122.34777,47.731678,"(47.731678, -122.34777)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/02/2016 12:30:49 PM
1685610,16000074759,201674759,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,03/02/2016 07:55:53 PM,142XX BLOCK OF LINDEN AV N,N,N2,401.1006,-122.34777,47.731678,"(47.731678, -122.34777)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 12:24:46 PM
1685569,16000075198,201675198,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 07:54:35 PM,27XX BLOCK OF BEACON AV S,R,R1,10002.2005,-122.31221,47.579292,"(47.579292, -122.31221)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 03:31:31 PM
1685459,16000075473,201675473,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 07:54:21 PM,8XX BLOCK OF S WELLER ST,K,K3,9100.1019,-122.32205,47.597507,"(47.597507, -122.32205)",ROBBERY (INCLUDES STRONG ARM),ROBBERY,ROBBERY,03/02/2016 07:44:30 PM
1685495,16000075413,201675413,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 07:53:28 PM,RAINIER AV S / S MASSACHUSETTS ST,R,R2,9400.2037,-122.30583,47.58841,"(47.58841, -122.30583)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 06:32:56 PM
1685348,16000075349,201675349,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 07:53:16 PM,EASTLAKE AV E / E GALER ST,D,D3,6600.1022,-122.32607,47.63225,"(47.63225, -122.32607)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 07:14:55 PM
1685361,16000075326,201675326,064,SHOPLIFT,THEFT,SHOPLIFTING,03/02/2016 07:53:16 PM,27XX BLOCK OF RAINIER AV S,R,R2,10001.1002,-122.29916,47.579674,"(47.579674, -122.29916)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/02/2016 05:37:38 PM
1685450,16000075493,201675493,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 07:52:00 PM,38XX BLOCK OF 23 AV W,Q,Q1,5801.3017,-122.385994,47.654736,"(47.654736, -122.385994)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 07:50:15 PM
1685478,16000075441,201675441,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 07:51:04 PM,7 AV / OLIVE WY,M,M2,8200.1002,-122.335175,47.613594,"(47.613594, -122.335175)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 06:48:49 PM
1685454,16000075481,201675481,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 07:45:08 PM,2XX BLOCK OF BROADWAY E,E,E1,7402.1000,-122.320885,47.62049,"(47.62049, -122.320885)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 07:32:36 PM
1685492,16000075418,201675418,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/02/2016 07:44:14 PM,8XX BLOCK OF CONVENTION PL,M,M2,8200.1010,-122.33144,47.61171,"(47.61171, -122.33144)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/02/2016 06:24:08 PM
1685499,16000075407,201675407,161,TRESPASS,TRESPASS,TRESPASS,03/02/2016 07:40:54 PM,18XX BLOCK OF 16 AV,C,C1,7900.5004,-122.31145,47.618065,"(47.618065, -122.31145)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,03/02/2016 06:20:51 PM
1685375,16000075303,201675303,064,SHOPLIFT,THEFT,SHOPLIFTING,03/02/2016 07:40:23 PM,4XX BLOCK OF PINE ST,M,M2,8100.2000,-122.33732,47.61132,"(47.61132, -122.33732)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/02/2016 05:14:05 PM
1685608,16000074769,201674769,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 07:37:52 PM,60XX BLOCK OF W MARGINAL WY SW,F,F1,10800.1003,-122.34509,47.54737,"(47.54737, -122.34509)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 10:26:30 AM
1685466,16000075456,201675456,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 07:35:58 PM,8XX BLOCK OF NW 95 ST,J,J1,1702.3001,-122.36671,47.69787,"(47.69787, -122.36671)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/02/2016 07:03:53 PM
1685493,16000075417,201675417,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 07:35:47 PM,71XX BLOCK OF E GREEN LAKE DR N,J,J3,3600.2024,-122.32574,47.680058,"(47.680058, -122.32574)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 06:33:49 PM
1685465,16000075458,201675458,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 07:33:52 PM,1XX BLOCK OF MELROSE AV E,E,E1,7402.3001,-122.32785,47.619038,"(47.619038, -122.32785)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 07:00:52 PM
1685338,16000075366,201675366,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/02/2016 07:33:32 PM,45XX BLOCK OF DELRIDGE WY SW,F,F1,9900.2013,-122.36312,47.56199,"(47.56199, -122.36312)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 05:48:50 PM
1685456,16000075477,201675477,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 07:30:27 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 07:22:52 PM
1685502,16000075401,201675401,350,HAZARDS,HAZARDS,HAZARDS,03/02/2016 07:29:09 PM,AURORA AV N / DENNY WY,Q,Q3,7200.2007,-122.343765,47.618553,"(47.618553, -122.343765)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,03/02/2016 06:16:24 PM
1685490,16000075420,201675420,186,"NARCOTICS, DRUG TRAFFIC LOITERING",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 07:28:04 PM,55XX BLOCK OF 17 AV NW,B,B1,4700.3018,-122.37888,47.66906,"(47.66906, -122.37888)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 06:49:11 PM
1685488,16000075423,201675423,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 07:26:37 PM,26XX BLOCK OF SW ROXBURY ST,F,F2,11402.3003,-122.3666,47.517372,"(47.517372, -122.3666)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 06:35:41 PM
1685362,16000075324,201675324,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 07:26:22 PM,19XX BLOCK OF 9 AV W,Q,Q2,6900.4012,-122.369,47.636856,"(47.636856, -122.369)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/02/2016 06:32:28 PM
1685819,16000075316,201675316,064,SHOPLIFT,THEFT,SHOPLIFTING,03/02/2016 07:24:45 PM,63XX BLOCK OF 35 AV SW,F,F1,10702.3004,-122.37642,47.545593,"(47.545593, -122.37642)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/02/2016 05:04:42 PM
1685505,16000075398,201675398,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/02/2016 07:23:57 PM,1XX BLOCK OF 6 AV S,K,K3,9200.1002,-122.326355,47.60129,"(47.60129, -122.326355)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/02/2016 06:12:52 PM
1685557,16000075238,201675238,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 07:23:57 PM,92XX BLOCK OF RAINIER AV S,S,S3,11800.6020,-122.26803,47.51985,"(47.51985, -122.26803)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 04:04:28 PM
